id,label,user_id,degree_centrality,in_degree,out_degree,betweenness_centrality,closeness_centrality,pagerank,clustering_coefficient,eigenvector_centrality
885,wannawatchmecode,134808496,0.00033003300330033004,4,0,0.0,0.0,0.00013043735342947388,0.5,0.005610884531509807
886,TheDevMinerTV,29845135,0.0007425742574257426,9,0,0.0,0.0,0.000760590428618327,0.1111111111111111,0.010273449398222315
887,utkarshkumar360,90142751,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
888,astha-gh,158862785,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
889,nehabura06,143723616,8.250825082508251e-05,1,0,0.0,0.0,0.00011427760036443188,0.0,3.489661345712941e-05
890,khushi-nexotips,166683739,0.00016501650165016502,2,0,0.0,0.0,0.0002117990015236144,0.0,0.0005778026142509755
891,SahilPatel010,173133482,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
892,ideas-rinki,173531246,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
893,Sana-Shah-een,150586586,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
894,shahilahamad,173155893,8.250825082508251e-05,1,0,0.0,0.0,0.00011427760036443188,0.0,3.489661345712941e-05
895,Dhruvsingh9999,173377506,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
896,akshali2222,55526089,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
897,KaidiMohammed,43373719,8.250825082508251e-05,1,0,0.0,0.0,0.00011557338158143886,0.0,0.0034190339114992608
898,SrushtiHadke,165546591,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
899,Saketraj234,172898876,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
900,tushar-26,155763104,8.250825082508251e-05,1,0,0.0,0.0,0.0001160902435314064,0.0,0.0005778026142509755
901,IndrasenaPolaka,140900615,8.250825082508251e-05,1,0,0.0,0.0,0.00011427760036443188,0.0,3.489661345712941e-05
902,siddhsql,127623723,0.00016501650165016502,2,0,0.0,0.0,0.00012092249363522543,0.0,0.0013482060999189427
903,AMAN-BAHETI,117350195,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
904,Rupon100,111241537,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
905,pstephenwille,498165,0.00016501650165016502,2,0,0.0,0.0,0.00012034567838253638,1.0,0.0046498492924229185
906,hina143khan,106019122,8.250825082508251e-05,1,0,0.0,0.0,0.00011427760036443188,0.0,3.489661345712941e-05
907,Aarjav-2003,153229482,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
908,Dangi78788,143436517,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
909,cSarcasme,39191127,8.250825082508251e-05,1,0,0.0,0.0,0.00012116739500848267,0.0,0.00295821748237059
910,jcamara-dsg,59695083,0.00024752475247524753,3,0,0.0,0.0,0.00018204618779528008,0.0,0.0001550079395498883
911,rupesh5320,108029760,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
912,NicolasPL64,31411531,0.00016501650165016502,2,0,0.0,0.0,0.00021128213957364683,0.0,0.0034190339114992608
913,Binarybard12,137629475,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
914,Jasmita-Mukherjee,76439174,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
915,kunal1605,56274290,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
916,MaurovicCachiaSE,80471197,0.00016501650165016502,2,0,0.0,0.0,0.00021247209449750358,0.0,0.004786647476098965
917,CodeWithNeerajOfficial,167992513,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
918,Sabeena31,131359833,8.250825082508251e-05,1,0,0.0,0.0,0.00011557338158143886,0.0,0.0034190339114992608
919,meenakshismenon,156100000,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
920,FarheenSayed,169084302,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
921,JanviGovani,119665864,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
922,amankush1008,97824977,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
923,adarshRsinha,93790691,8.250825082508251e-05,1,0,0.0,0.0,0.00011557338158143886,0.0,0.0034190339114992608
924,Priyanshuchauhan17,157233004,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
925,mykola-mokhnach,7767781,8.250825082508251e-05,1,0,0.0,0.0,0.00011557338158143886,0.0,0.0034190339114992608
926,almic,21991767,0.0006600660066006601,8,0,0.0,0.0,0.00034132385500530184,0.35714285714285715,0.013943613041492596
927,Ishan402,71957614,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
928,suchitra2424,151764486,8.250825082508251e-05,1,0,0.0,0.0,0.00011854826889108071,0.0,0.0068380678229985215
929,Abhaymaurya1401,156987222,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
930,Pratiksha-First,124136856,0.00024752475247524753,3,0,0.0,0.0,0.00030580094264199805,0.0,0.002051420346899556
931,smit-m-patel,169034484,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
932,Aravind526,68600400,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
933,igauravupadhyay,169790319,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
934,gitcatgattu,155733307,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
935,binodyogni,169750598,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
936,Codexnever,132165121,0.00016501650165016502,1,1,9.90443985808054e-07,0.00016501650165016502,0.00017222101152133962,0.0,0.025984289455233626
937,dnyaneshwarthombre,101245136,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
938,AbhigyannSingh,166612266,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
939,anishgarg11,106441012,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
940,varmasana80,169576840,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
941,developershailesh2,134313246,8.250825082508251e-05,1,0,0.0,0.0,0.00011427760036443188,0.0,3.489661345712941e-05
942,santoshsahu01,157943361,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
943,Ravicse11,137975241,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
944,jyotsnaparauha,95178969,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
945,raksbisht,15016564,0.0004950495049504951,6,0,0.0,0.0,0.00025371266059949206,0.13333333333333333,0.009482155483703235
946,ProjectFlinn,86251992,8.250825082508251e-05,1,0,0.0,0.0,0.00011557338158143886,0.0,0.0034190339114992608
947,Krish-Gupta123,168970924,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
948,bhairabmahato,94827250,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
949,Dipak12221,145249420,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
950,imrankhan7424,160642907,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
951,AshishNainwal23,116368007,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
952,neha5419,159942727,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
953,jhay06,5191437,8.250825082508251e-05,1,0,0.0,0.0,0.00012116739500848267,0.0,0.00295821748237059
954,2004hitesh,140226332,8.250825082508251e-05,1,0,0.0,0.0,0.0001177398347138084,0.0,0.001774930489422354
955,vatsalgupta2004,152217514,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
956,githammad7,144891696,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
957,OliverJAsh,921609,0.0005775577557755776,6,1,0.00030797270187490775,0.17384448063613836,0.0003560942450752628,0.23809523809523808,0.008873680733996815
958,Inshiya1904,168347585,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
959,yhojann-cl,2144779,0.0004950495049504951,6,0,0.0,0.0,0.0004954604096665403,0.0,0.0014868218362415302
960,gurleensandhu267,158033921,8.250825082508251e-05,1,0,0.0,0.0,0.00012288117515581978,0.0,0.003549860978844708
961,rohitnitj,148082988,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
962,SuryaPratap03,166307981,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
963,siddesh2,72381595,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
964,Ranjith310801,167056615,8.250825082508251e-05,1,0,0.0,0.0,0.00011427760036443188,0.0,3.489661345712941e-05
965,Amitkumarsingh27,88762645,8.250825082508251e-05,1,0,0.0,0.0,0.00011427760036443188,0.0,3.489661345712941e-05
966,tetarwalsachinkumar,166603008,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
967,gauravkumargoriyan,167415301,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
968,varunsethi1121,149794469,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
969,ram22git,151539484,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
970,Tanavya,17531555,8.250825082508251e-05,1,0,0.0,0.0,0.00020830725226400498,0.0,0.0
971,GregLtrnr,93837236,0.00016501650165016502,2,0,0.0,0.0,0.00021128213957364683,0.0,0.0034190339114992608
972,sarthakkaiser11,115922815,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
973,79faiz,166205231,8.250825082508251e-05,1,0,0.0,0.0,0.00011427760036443188,0.0,3.489661345712941e-05
974,alexhanga,113522899,0.00016501650165016502,2,0,0.0,0.0,0.00011975402434284541,1.0,0.005405489509527252
975,Rakesh-Siswa,146774022,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
976,sasikumarreddy1225,148186155,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
977,saketh169,147064850,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
978,geraldsamosir,7693125,0.00016501650165016502,2,0,0.0,0.0,0.00011648831684330795,1.0,0.0034721364734435966
979,etroynov,4591518,0.0004950495049504951,4,2,2.3580716052856828e-06,0.00033003300330033004,0.00013492284240273578,0.4666666666666667,0.009258145342951182
980,Ivaylo-Iv,92534344,0.00016501650165016502,2,0,0.0,0.0,0.00013030263373857415,1.0,0.006554233386236955
981,galaxine-senpai,70488944,0.00016501650165016502,2,0,0.0,0.0,0.00012134397943282253,1.0,0.00295821748237059
982,sanukumar1991,61706189,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
983,inigomarquinez,25435858,0.00024752475247524753,2,1,0.0,0.19477515387600247,0.0001358462851568504,1.0,0.011829728438531178
984,rafaell-lycan,1516450,0.0007425742574257426,6,3,0.00041162793091026724,0.14616030533094462,0.0004770632213260112,0.1388888888888889,0.00731732498391825
985,Papayd60,137681046,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
986,kisshore04,134697630,0.00024752475247524753,3,0,0.0,0.0,0.00021752350196830477,0.3333333333333333,0.0027352271291994083
987,dhdharmendra,71723101,0.00016501650165016502,2,0,0.0,0.0,0.00011900094187611312,1.0,0.004602320904447497
988,Shivendra137,156521000,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
989,ronaldl29,35465493,8.250825082508251e-05,1,0,0.0,0.0,0.00011277507869613686,0.0,0.0
990,Kaustuv1673,164555458,8.250825082508251e-05,1,0,0.0,0.0,0.0001195128999583545,0.0,0.0010142666047448677
991,JaskaranSingh1255,100949802,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
992,uxrajk,142461662,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
993,sharmavikasfzr,160248306,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
994,harshal-patil2005,158513600,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
995,codewprincee,38320278,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
996,a-tharva2004,150817653,8.250825082508251e-05,1,0,0.0,0.0,0.0001177398347138084,0.0,0.001774930489422354
997,SatJam,157732071,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
998,MOHAMMADHASINA,142612151,8.250825082508251e-05,1,0,0.0,0.0,0.0001177398347138084,0.0,0.001774930489422354
999,Adams880,22082031,8.250825082508251e-05,1,0,0.0,0.0,0.00011557338158143886,0.0,0.0034190339114992608
1000,jay-herrera,8452520,8.250825082508251e-05,1,0,0.0,0.0,0.00011557338158143886,0.0,0.0034190339114992608
1001,robertlario,8182531,0.00016501650165016502,2,0,0.0,0.0,0.0002142570268832887,0.0,0.0068380678229985215
1002,AlirezaEthDev,67728013,8.250825082508251e-05,1,0,0.0,0.0,0.00011854826889108071,0.0,0.0068380678229985215
1003,marco-ippolito,36735501,0.00041254125412541255,3,2,1.3617470015692772e-08,0.1947913392801803,0.00015212239937652174,0.8333333333333334,0.0208855989545818
1004,susobhan-seal,67822699,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
1005,aliimmran2008,135059545,8.250825082508251e-05,1,0,0.0,0.0,0.0001177398347138084,0.0,0.001774930489422354
1006,chenqiongqiong,19339074,8.250825082508251e-05,0,1,0.0,0.19057146634465189,0.000112598494271797,0.0,0.0
1007,drobnikj,11837643,0.00033003300330033004,4,0,0.0,0.0,0.00023736251329144615,0.5,0.015748242560678822
1008,sairaghavaaditya,143815769,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
1009,kavika-1,7366181,0.00016501650165016502,2,0,0.0,0.0,0.00021485200434521708,0.0,0.0075218746052983735
1010,PrajjwalGurjar,85443621,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
1011,mohdshariq-0033,162874953,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
1012,musharafkhalil22,161101071,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
1013,AnkitKumarh15,95964958,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
1014,Karlex1,104476272,8.250825082508251e-05,1,0,0.0,0.0,0.00011557338158143886,0.0,0.0034190339114992608
1015,SarthakParikh,59950065,8.250825082508251e-05,1,0,0.0,0.0,0.00012750412358418267,0.0,0.0064960723638084064
1016,srj00999,108576373,8.250825082508251e-05,1,0,0.0,0.0,0.00011427760036443188,0.0,3.489661345712941e-05
1017,aishxfriied,124557212,0.00024752475247524753,3,0,0.0,0.0,0.0003129593878436443,0.0,0.0038976434182850443
1018,prashantht314,162868533,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
1019,FDrag0n,34733637,0.00016501650165016502,2,0,0.0,0.0,0.00021009218464979008,0.0,0.002051420346899556
1020,Shruti-Ramenahalli,93712099,0.00024752475247524753,3,0,0.0,0.0,0.00012258630586236503,0.6666666666666666,0.0034190339114992608
1021,dulguun0225,4142584,8.250825082508251e-05,1,0,0.0,0.0,0.00011943483412838329,0.0,0.0
1022,AdityaNeupane,162954424,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
1023,Ameytale123,157681556,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
1024,sukhass,162527292,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
1025,cainbryce,121649018,0.00016501650165016502,2,0,0.0,0.0,0.00012240972143802515,1.0,0.0034190339114992608
1026,KhushbooYelne,144230344,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
1027,JasonKleban,17498172,8.250825082508251e-05,1,0,0.0,0.0,0.00011557338158143886,0.0,0.0034190339114992608
1028,nayabshah,77058329,8.250825082508251e-05,1,0,0.0,0.0,0.00012459495530315693,0.0,0.004141504475318826
1029,akshat26-02,153357505,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
1030,karan55555,131268258,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
1031,waqasyounas302,160921475,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
1032,ayush9009,97290036,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
1033,ayush9358,147298195,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
1034,anjalisrgi,161213844,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
1035,manojgudekar21,120514176,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
1036,ybico,2661994,0.00016501650165016502,1,1,5.547896950752369e-07,0.00016501650165016502,0.00011557338158143886,0.0,0.0034190339114992608
1037,mallanagoudagp,159603831,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
1038,vatsalkevadiya08141,125442773,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
1039,blpmanoj15,161309405,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
1040,urmilapatil84,160595763,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
1041,SuperexMack,146699961,8.250825082508251e-05,1,0,0.0,0.0,0.00011438342665758211,0.0,0.002051420346899556
1042,walterhydra,160340897,8.250825082508251e-05,1,0,0.0,0.0,0.00011539700442618847,0.0,5.816102242854902e-05
1043,kartikeysh,61411338,0.00016501650165016502,2,0,0.0,0.0,0.00013198173983120903,1.0,0.0065891299996940845
1044,harshithv479,143301521,8.250825082508251e-05,1,0,0.0,0.0,0.00011539700442618847,0.0,5.816102242854902e-05
1045,pratikpawar2679,111550955,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
1046,SauravChaudhary26,112715245,8.250825082508251e-05,1,0,0.0,0.0,0.00011415978963556695,0.0,0.00042177958463654756
1047,Tasreena,159223568,8.250825082508251e-05,1,0,0.0,0.0,0.00012154187185922839,0.0,0.0038976434182850443
1048,wizhaaa,46132945,8.250825082508251e-05,1,0,0.0,0.0,0.00012750412358418267,0.0,0.0064960723638084064
1049,El-Foz,87238889,0.00016501650165016502,2,0,0.0,0.0,0.00022321288157639064,0.0,0.0064960723638084064
1050,ShookTea,4903587,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
1051,aminya,16418197,0.0005775577557755776,7,0,0.0,0.0,0.0005042071377797506,0.047619047619047616,0.005693444611569998
1052,taylordwright44,11287407,0.0005775577557755776,6,1,0.00020652564120753915,0.12136890219000153,0.00059773542770359,0.26666666666666666,0.008446359602652685
1053,neeldoshii,60827173,8.250825082508251e-05,1,0,0.0,0.0,0.00011557338158143886,0.0,0.0034190339114992608
1054,codeguyakash,80571893,0.00024752475247524753,3,0,0.0,0.0,0.0002094972071878617,0.0,0.0013676135645997042
1055,QuantGeekDev,58406316,0.0004950495049504951,2,4,0.0003084511614106729,0.150785988479203,0.0006445229193835757,0.4,0.010432465193859694
1056,CBID2,105683440,0.0029702970297029703,32,4,0.003153136096363359,0.19882264435094907,0.0024152001423442698,0.040998217468805706,0.04129797561953676
1057,mikegwhit,2973130,0.0007425742574257426,6,3,6.2852686799758855e-06,0.0005280528052805281,0.0005448047361850813,0.1388888888888889,0.0029694096222932214
1058,mRcOol7,98140974,0.00033003300330033004,4,0,0.0,0.0,0.00026114370004743905,0.16666666666666666,0.0034381931035936545
1059,chriswilty,15246391,8.250825082508251e-05,1,0,0.0,0.0,0.00011363935784764363,0.0,0.0002811863897576984
1060,S-Ayush,95900009,0.00016501650165016502,2,0,0.0,0.0,0.00022321288157639064,0.0,0.0064960723638084064
1061,Congelli501,820621,0.00016501650165016502,1,1,0.0,0.00016501650165016502,0.00011520065321141358,1.0,0.000702965974394246
1062,friwid,50137120,8.250825082508251e-05,1,0,0.0,0.0,0.00011832324393895347,0.0,0.0015465251436673412
1063,DmytroKondrashov,61388150,8.250825082508251e-05,1,0,0.0,0.0,0.00011624151678726022,0.0,0.0009841523641519443
1064,Bunpasi,58082391,0.00016501650165016502,2,0,0.0,0.0,0.00011480735363745148,0.0,3.489661345712941e-05
1065,lukeed,5855893,0.00024752475247524753,3,0,0.0,0.0,0.0001229736294104215,0.3333333333333333,0.004985450467276928
1066,clintonksang,55794066,0.00016501650165016502,2,0,0.0,0.0,0.00013308740838627637,1.0,0.008498252810964333
1067,rhodgkins,1810588,0.0005775577557755776,6,1,1.7529468997010127e-06,0.00016501650165016502,0.0003415144122423147,0.3333333333333333,0.01642947259068721
1068,ThomasCode92,108367944,0.00016501650165016502,2,0,0.0,0.0,0.00020986854762777493,0.0,0.00042177958463654756
1069,Mubashir2611,108177382,8.250825082508251e-05,1,0,0.0,0.0,0.00011415978963556695,0.0,0.00042177958463654756
1070,joeyguerra,105057,0.0007425742574257426,0,9,0.0,0.2092382903025033,0.000112598494271797,0.19444444444444445,0.0
1071,debuger001,62402545,8.250825082508251e-05,1,0,0.0,0.0,0.00011832324393895347,0.0,0.0015465251436673412
1072,Chall-T,68809639,0.00016501650165016502,2,0,0.0,0.0,0.00020934811583985162,0.0,0.0002811863897576984
1073,mctrafik,1694347,0.00041254125412541255,5,0,0.0,0.0,0.0005837424008446619,0.3,0.006738657082058036
1074,kumaran005,65108734,8.250825082508251e-05,1,0,0.0,0.0,0.00011520065321141358,0.0,0.000702965974394246
1075,RobertSandiford,8287382,8.250825082508251e-05,1,0,0.0,0.0,0.00011363935784764363,0.0,0.0002811863897576984
1076,AtilMohAmine,86023602,0.00033003300330033004,2,2,1.939127730234651e-05,0.0003712871287128713,0.00012388073066686635,0.16666666666666666,0.0029524570924558333
1077,MathurAditya724,57684218,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
1078,Et7f3,29592775,8.250825082508251e-05,1,0,0.0,0.0,0.00011363935784764363,0.0,0.0002811863897576984
1079,premsai-konduru,98349284,0.00016501650165016502,2,0,0.0,0.0,0.00021725062985143636,0.0,0.0038976434182850443
1080,Raj-Pavara,151735565,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
1081,rallets,379999,8.250825082508251e-05,1,0,0.0,0.0,0.00011676194857518352,0.0,0.0011247455590307936
1082,AntonyAsatiani,22233083,8.250825082508251e-05,1,0,0.0,0.0,0.00011520065321141358,0.0,0.000702965974394246
1083,RegijusBorodinas,78727450,8.250825082508251e-05,1,0,0.0,0.0,0.00011468022142349027,0.0,0.0005623727795153968
1084,talhameer,15572654,8.250825082508251e-05,1,0,0.0,0.0,0.00011728238036310684,0.0,0.0012653387539096428
1085,KGLikith,150937474,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
1086,JAYyadav2535,142379242,8.250825082508251e-05,1,0,0.0,0.0,0.00011415978963556695,0.0,0.00042177958463654756
1087,LJ1102,1521958,0.00041254125412541255,5,0,0.0,0.0,0.00040211099830729757,0.0,0.0016151503779710194
1088,oleaasbo,12031720,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
1089,GwangIl-Park,40749130,8.250825082508251e-05,1,0,0.0,0.0,0.00016524782604701268,0.0,1.3545005299225919e-05
1090,vakhid-shagmanov,46527302,0.00016501650165016502,2,0,0.0,0.0,0.00011659468563593995,0.0,0.0009841523641519443
1091,ckng0221,79681367,8.250825082508251e-05,1,0,0.0,0.0,0.00012750412358418267,0.0,0.0064960723638084064
1092,htmujahid,58030954,8.250825082508251e-05,1,0,0.0,0.0,0.00011539700442618847,0.0,5.816102242854902e-05
1093,PrincOfHope,149562935,0.00016501650165016502,2,0,0.0,0.0,0.000304016010256213,0.0,0.0
1094,anantyadunath,14962743,8.250825082508251e-05,1,0,0.0,0.0,0.00011520065321141358,0.0,0.000702965974394246
1095,chiahao-codes,58504734,0.00041254125412541255,5,0,0.0,0.0,0.00033764450132843233,0.0,7.965384291650411e-05
1096,fbritoferreira,12714498,0.00016501650165016502,2,0,0.0,0.0,0.00016149373684374763,0.0,0.0002811863897576984
1097,Deepsutariy,100339197,0.00024752475247524753,3,0,0.0,0.0,0.00022775530280263773,0.3333333333333333,0.008217066421206636
1098,JeensmLill,143064341,8.250825082508251e-05,1,0,0.0,0.0,0.000160452873267901,0.0,0.0
1099,Bader-Idris,93044377,8.250825082508251e-05,1,0,0.0,0.0,0.00011520065321141358,0.0,0.000702965974394246
1100,benfosterlitmos,115749100,0.0011551155115511551,14,0,0.0,0.0,0.001253745434621608,0.01098901098901099,0.005457430671730078
1101,iAlusion,34107851,0.00033003300330033004,4,0,0.0,0.0,0.0003448623071743803,0.0,0.0038976434182850443
1102,christianblais,596120,0.00033003300330033004,4,0,0.0,0.0,0.00025317553862049615,0.16666666666666666,0.005478044280804424
1103,Osmangazi,13166782,0.00016501650165016502,2,0,0.0,0.0,0.00020848383668834483,0.0,0.0
1104,robkebab,58490986,0.00016501650165016502,2,0,0.0,0.0,0.00013048857286889718,1.0,0.009234733835974273
1105,zhravan,47430686,0.00024752475247524753,3,0,0.0,0.0,0.00030732399014755116,0.0,0.0003100158790997766
1106,nandeshwar7678,140430519,8.250825082508251e-05,1,0,0.0,0.0,0.00020830725226400498,0.0,0.0
1107,gkm0001,121250607,8.250825082508251e-05,1,0,0.0,0.0,0.00020830725226400498,0.0,0.0
1108,mehdux,45064790,0.00016501650165016502,2,0,0.0,0.0,0.0002086604211126847,0.0,0.0
1109,tufanobenjamin,98603546,0.00024752475247524753,3,0,0.0,0.0,0.0002117461745954592,0.3333333333333333,0.0022064282864494443
1110,ralexander-phi,3751418,8.250825082508251e-05,1,0,0.0,0.0,0.00011624151678726022,0.0,0.0009841523641519443
1111,marcosc90,8364242,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
1112,XiaoTYUT,72398729,8.250825082508251e-05,1,0,0.0,0.0,0.00020830725226400498,0.0,0.0
1113,xkeshav,415219,8.250825082508251e-05,1,0,0.0,0.0,0.00011624151678726022,0.0,0.0009841523641519443
1114,hktalent,18223385,8.250825082508251e-05,1,0,0.0,0.0,0.00020830725226400498,0.0,0.0
1115,jfbrennan,1817868,0.00016501650165016502,1,1,0.0,0.00016501650165016502,0.00011624151678726022,1.0,0.0009841523641519443
1116,kristof-low,115877253,0.00016501650165016502,2,0,0.0,0.0,0.00011653969948328044,1.0,0.0031570067138359556
1117,akosma,55348,0.0,0,0,0.0,0.0,0.000112598494271797,0.0,0.0
1118,sivathedev16,140049692,0.00016501650165016502,2,0,0.0,0.0,0.00015202578397548893,1.0,0.0008642256934953476
1119,SHarpreetSingh,99388821,0.00016501650165016502,1,1,1.4124720773777313e-05,0.00016501650165016502,0.00011520065321141358,0.0,0.000702965974394246
1120,randomprogramming,48063901,0.00024752475247524753,3,0,0.0,0.0,0.00031131182153209386,0.0,1.9177348339432243e-05
