source,target,weight
936,959,2.0
957,3254,4.0
979,1659,2.0
979,1936,2.0
983,150,52.0
984,1197,4.0
984,1198,4.0
984,1202,4.0
1003,150,8.0
1003,508,2.0
1006,29,6.0
1036,1959,2.0
1052,1055,2.0
1055,1052,10.0
1055,1056,6.0
1055,1057,2.0
1055,1073,2.0
1056,129,4.0
1056,138,12.0
1056,150,20.0
1056,508,8.0
1057,1073,8.0
1057,1100,2.0
1057,2109,2.0
1061,1927,2.0
1067,1939,2.0
1070,29,2.0
1070,150,8.0
1070,499,4.0
1070,945,2.0
1070,986,2.0
1070,1020,2.0
1070,1021,2.0
1070,1025,2.0
1070,1134,4.0
1076,1089,2.0
1076,1127,2.0
1115,2604,2.0
1119,1120,2.0
1127,1129,2.0
1131,1133,6.0
1133,1243,2.0
1160,1159,2.0
1160,1173,2.0
1161,150,2.0
1172,1320,2.0
1182,746,4.0
1183,3075,2.0
1189,1157,2.0
1197,29,2.0
1197,66,2.0
1197,945,4.0
1197,1172,28.0
1197,1202,4.0
1197,1252,6.0
1197,1255,2.0
1205,1909,4.0
1216,886,2.0
1233,1440,2.0
1242,1248,4.0
1242,1258,4.0
1242,1294,20.0
1242,1329,2.0
1242,1659,4.0
1242,3142,4.0
1247,1243,2.0
1260,3190,6.0
1266,1362,2.0
1270,1441,2.0
1287,655,2.0
1287,1650,2.0
1287,2748,4.0
1287,2777,4.0
1294,1167,10.0
1296,2417,2.0
1301,1473,2.0
1315,1887,2.0
1320,1172,60.0
1320,1673,12.0
1320,1927,2.0
1320,3289,2.0
1330,225,8.0
1330,1471,4.0
1330,1476,4.0
1330,1537,4.0
1330,1543,4.0
1340,29,2.0
1340,1341,2.0
1340,1344,2.0
1340,1374,2.0
1340,2723,2.0
1340,3880,2.0
1349,1930,2.0
1351,29,2.0
1351,1348,2.0
1351,1365,10.0
1351,1673,4.0
1368,23,4.0
1368,150,4.0
1368,1193,4.0
1368,1240,2.0
1368,1242,3.0
1368,1256,4.0
1368,1299,4.0
1368,1343,4.0
1368,2354,4.0
1381,2798,2.0
1408,2969,4.0
1428,1407,2.0
1430,29,4.0
1430,66,4.0
1430,138,8.0
1430,150,60.0
1430,191,4.0
1430,225,11.0
1430,499,30.0
1430,508,4.0
1430,778,5.0
1430,799,3.0
1430,816,3.0
1430,872,3.0
1430,874,3.0
1430,875,3.0
1430,889,3.0
1430,894,3.0
1430,901,3.0
1430,906,3.0
1430,941,3.0
1430,964,3.0
1430,965,3.0
1430,973,3.0
1430,979,5.0
1430,980,5.0
1430,1016,3.0
1430,1042,5.0
1430,1043,8.0
1430,1044,5.0
1430,1064,3.0
1430,1092,5.0
1430,1136,5.0
1430,1146,5.0
1430,1171,5.0
1430,1186,3.0
1430,1198,4.0
1430,1202,4.0
1430,1209,5.0
1430,1242,2.0
1430,1283,4.0
1430,1307,4.0
1430,1342,2.0
1430,1343,4.0
1430,1360,7.0
1430,1392,7.0
1430,1402,2.0
1430,1425,4.0
1430,1426,5.0
1430,1431,5.0
1430,1432,4.0
1430,1439,5.0
1430,1442,5.0
1430,1443,4.0
1430,1444,2.0
1430,1447,13.0
1430,1452,11.0
1430,1456,7.0
1430,1457,5.0
1430,1458,4.0
1430,1465,2.0
1430,1471,4.0
1430,1476,4.0
1430,1479,4.0
1430,1490,4.0
1430,1493,5.0
1430,1514,5.0
1430,1543,16.0
1430,1557,2.0
1430,1567,5.0
1430,1573,18.0
1430,1646,7.0
1430,1681,2.0
1430,2388,2.0
1432,1341,2.0
1450,2417,8.0
1450,2744,2.0
1467,2388,2.0
1470,1451,4.0
1470,1471,4.0
1470,1476,4.0
1470,1519,2.0
1472,1287,2.0
1475,1232,8.0
1484,1735,2.0
1488,1210,10.0
1488,1469,2.0
1488,1490,4.0
1488,1532,2.0
1488,1537,2.0
1490,29,8.0
1490,499,2.0
1490,1437,4.0
1490,1493,4.0
1493,1553,2.0
1500,1499,2.0
1555,225,2.0
1560,1595,4.0
1573,129,4.0
1573,138,10.0
1573,646,4.0
1573,1283,4.0
1573,1287,4.0
1573,1293,4.0
1573,1430,4.0
1573,1451,4.0
1573,1537,4.0
1573,1543,6.0
1573,1599,2.0
1573,1900,4.0
1573,2192,4.0
1582,1604,8.0
1583,225,9.0
1583,1301,5.0
1583,1330,9.0
1583,1360,2.0
1583,1373,5.0
1583,1390,7.0
1583,1391,7.0
1583,1397,7.0
1583,1399,5.0
1583,1401,4.0
1583,1408,5.0
1583,1412,5.0
1583,1421,5.0
1583,1433,3.0
1583,1442,2.0
1583,1445,2.0
1583,1471,4.0
1583,1474,2.0
1583,1476,4.0
1583,1477,7.0
1583,1479,8.0
1583,1487,5.0
1583,1497,5.0
1583,1498,4.0
1583,1508,5.0
1583,1509,6.0
1583,1514,6.0
1583,1516,5.0
1583,1517,5.0
1583,1518,5.0
1583,1519,2.0
1583,1521,5.0
1583,1522,9.0
1583,1524,2.0
1583,1525,4.0
1583,1529,9.0
1583,1536,7.0
1583,1541,2.0
1583,1542,2.0
1583,1543,10.0
1583,1544,5.0
1583,1547,7.0
1583,1568,7.0
1583,1574,4.0
1583,1576,2.0
1583,1577,5.0
1583,1578,7.0
1583,1580,7.0
1583,1584,4.0
1583,1591,2.0
1583,1593,4.0
1583,1605,2.0
1583,1611,4.0
1583,1612,2.0
1583,1613,2.0
1583,1623,2.0
1583,1624,2.0
1583,1633,2.0
1590,1591,2.0
1609,1646,6.0
1620,225,2.0
1620,1320,2.0
1620,1437,4.0
1620,1500,2.0
1620,1529,2.0
1620,1613,2.0
1620,1633,2.0
1620,1659,2.0
1620,1703,2.0
1621,1633,2.0
1623,2804,4.0
1623,3515,2.0
1623,3538,2.0
1623,3539,2.0
1638,1310,2.0
1648,225,23.0
1648,1169,4.0
1648,1489,2.0
1648,1620,28.0
1648,1643,4.0
1648,1674,4.0
1673,8,10.0
1673,23,31.0
1673,29,73.0
1673,66,10.0
1673,82,41.0
1673,150,147.0
1673,200,10.0
1673,205,13.0
1673,225,339.0
1673,499,244.0
1673,510,11.0
1673,693,7.0
1673,700,71.0
1673,740,5.0
1673,945,60.0
1673,957,9.0
1673,979,2.0
1673,984,18.0
1673,1046,3.0
1673,1056,2.0
1673,1057,11.0
1673,1058,5.0
1673,1059,2.0
1673,1061,5.0
1673,1062,11.0
1673,1063,7.0
1673,1065,4.0
1673,1066,5.0
1673,1067,4.0
1673,1068,3.0
1673,1069,3.0
1673,1071,11.0
1673,1072,2.0
1673,1074,5.0
1673,1075,2.0
1673,1076,21.0
1673,1078,2.0
1673,1081,8.0
1673,1082,5.0
1673,1083,4.0
1673,1084,9.0
1673,1086,3.0
1673,1090,7.0
1673,1094,5.0
1673,1096,2.0
1673,1097,3.0
1673,1099,5.0
1673,1100,10.0
1673,1102,2.0
1673,1110,7.0
1673,1113,7.0
1673,1115,7.0
1673,1116,3.0
1673,1119,5.0
1673,1125,5.0
1673,1127,5.0
1673,1130,2.0
1673,1132,5.0
1673,1134,16.0
1673,1138,5.0
1673,1139,6.0
1673,1141,5.0
1673,1142,16.0
1673,1144,7.0
1673,1145,11.0
1673,1147,5.0
1673,1148,5.0
1673,1149,4.0
1673,1150,2.0
1673,1151,5.0
1673,1154,7.0
1673,1158,5.0
1673,1161,7.0
1673,1164,3.0
1673,1166,3.0
1673,1167,4.0
1673,1169,3.0
1673,1172,112.0
1673,1174,5.0
1673,1175,2.0
1673,1177,5.0
1673,1178,5.0
1673,1179,7.0
1673,1180,5.0
1673,1181,15.0
1673,1183,6.0
1673,1184,9.0
1673,1187,7.0
1673,1188,7.0
1673,1189,2.0
1673,1190,7.0
1673,1191,4.0
1673,1192,5.0
1673,1193,6.0
1673,1194,3.0
1673,1195,7.0
1673,1196,4.0
1673,1197,16.0
1673,1198,7.0
1673,1199,7.0
1673,1200,5.0
1673,1201,4.0
1673,1202,5.0
1673,1203,5.0
1673,1204,5.0
1673,1205,7.0
1673,1206,2.0
1673,1207,7.0
1673,1208,7.0
1673,1210,6.0
1673,1211,6.0
1673,1214,7.0
1673,1216,15.0
1673,1217,5.0
1673,1218,7.0
1673,1219,7.0
1673,1220,7.0
1673,1221,5.0
1673,1222,5.0
1673,1223,2.0
1673,1224,7.0
1673,1226,4.0
1673,1227,5.0
1673,1228,2.0
1673,1229,5.0
1673,1235,9.0
1673,1236,5.0
1673,1237,9.0
1673,1238,7.0
1673,1239,5.0
1673,1240,35.0
1673,1241,8.0
1673,1244,9.0
1673,1245,5.0
1673,1246,15.0
1673,1247,5.0
1673,1248,2.0
1673,1249,2.0
1673,1250,4.0
1673,1251,11.0
1673,1252,4.0
1673,1253,5.0
1673,1254,12.0
1673,1255,24.0
1673,1256,7.0
1673,1257,13.0
1673,1260,2.0
1673,1261,7.0
1673,1262,7.0
1673,1263,5.0
1673,1265,9.0
1673,1266,57.0
1673,1267,7.0
1673,1269,30.0
1673,1270,13.0
1673,1271,17.0
1673,1272,7.0
1673,1273,2.0
1673,1274,5.0
1673,1275,26.0
1673,1276,2.0
1673,1277,7.0
1673,1278,7.0
1673,1279,5.0
1673,1282,5.0
1673,1283,12.0
1673,1284,5.0
1673,1285,5.0
1673,1286,7.0
1673,1287,48.0
1673,1288,7.0
1673,1289,5.0
1673,1290,7.0
1673,1291,7.0
1673,1292,9.0
1673,1294,4.0
1673,1296,5.0
1673,1297,5.0
1673,1299,7.0
1673,1300,7.0
1673,1301,27.0
1673,1303,9.0
1673,1304,5.0
1673,1305,9.0
1673,1306,5.0
1673,1307,5.0
1673,1308,5.0
1673,1309,11.0
1673,1310,13.0
1673,1311,7.0
1673,1312,9.0
1673,1313,7.0
1673,1314,13.0
1673,1315,9.0
1673,1316,5.0
1673,1317,5.0
1673,1318,5.0
1673,1319,7.0
1673,1320,22.0
1673,1321,7.0
1673,1322,5.0
1673,1323,11.0
1673,1324,5.0
1673,1325,5.0
1673,1326,3.0
1673,1327,7.0
1673,1328,7.0
1673,1329,2.0
1673,1330,12.0
1673,1332,5.0
1673,1333,7.0
1673,1336,5.0
1673,1337,17.0
1673,1338,8.0
1673,1339,5.0
1673,1340,9.0
1673,1341,5.0
1673,1342,3.0
1673,1343,11.0
1673,1345,7.0
1673,1346,5.0
1673,1347,5.0
1673,1348,5.0
1673,1349,2.0
1673,1350,8.0
1673,1351,22.0
1673,1352,7.0
1673,1353,2.0
1673,1354,5.0
1673,1355,10.0
1673,1356,9.0
1673,1358,15.0
1673,1361,31.0
1673,1362,3.0
1673,1363,7.0
1673,1364,5.0
1673,1365,24.0
1673,1366,7.0
1673,1367,2.0
1673,1368,7.0
1673,1369,2.0
1673,1370,15.0
1673,1371,7.0
1673,1372,7.0
1673,1375,5.0
1673,1376,7.0
1673,1377,5.0
1673,1378,7.0
1673,1379,7.0
1673,1380,5.0
1673,1381,10.0
1673,1382,5.0
1673,1383,5.0
1673,1384,2.0
1673,1385,2.0
1673,1386,16.0
1673,1387,5.0
1673,1388,25.0
1673,1389,5.0
1673,1393,5.0
1673,1394,5.0
1673,1395,7.0
1673,1396,14.0
1673,1398,5.0
1673,1400,4.0
1673,1401,11.0
1673,1402,17.0
1673,1403,7.0
1673,1404,5.0
1673,1405,5.0
1673,1406,7.0
1673,1409,5.0
1673,1411,2.0
1673,1412,5.0
1673,1413,5.0
1673,1414,9.0
1673,1415,7.0
1673,1416,7.0
1673,1417,7.0
1673,1418,5.0
1673,1419,5.0
1673,1420,11.0
1673,1421,2.0
1673,1422,7.0
1673,1423,5.0
1673,1424,5.0
1673,1425,17.0
1673,1427,5.0
1673,1428,5.0
1673,1429,5.0
1673,1430,35.0
1673,1431,4.0
1673,1432,33.0
1673,1433,6.0
1673,1436,3.0
1673,1437,5.0
1673,1438,7.0
1673,1443,2.0
1673,1446,7.0
1673,1448,9.0
1673,1449,5.0
1673,1450,27.0
1673,1451,16.0
1673,1453,9.0
1673,1454,13.0
1673,1455,5.0
1673,1457,2.0
1673,1458,18.0
1673,1459,5.0
1673,1460,18.0
1673,1461,9.0
1673,1462,7.0
1673,1465,7.0
1673,1466,7.0
1673,1467,9.0
1673,1468,7.0
1673,1469,9.0
1673,1470,7.0
1673,1471,15.0
1673,1472,9.0
1673,1473,5.0
1673,1474,2.0
1673,1475,7.0
1673,1476,7.0
1673,1479,17.0
1673,1480,7.0
1673,1481,5.0
1673,1482,7.0
1673,1483,11.0
1673,1484,7.0
1673,1485,2.0
1673,1486,5.0
1673,1488,7.0
1673,1489,5.0
1673,1490,24.0
1673,1491,5.0
1673,1492,2.0
1673,1493,11.0
1673,1494,5.0
1673,1495,5.0
1673,1496,7.0
1673,1501,5.0
1673,1502,5.0
1673,1504,7.0
1673,1505,5.0
1673,1507,5.0
1673,1510,7.0
1673,1511,4.0
1673,1513,3.0
1673,1514,7.0
1673,1515,5.0
1673,1520,10.0
1673,1521,7.0
1673,1523,5.0
1673,1525,7.0
1673,1526,5.0
1673,1527,10.0
1673,1528,5.0
1673,1529,5.0
1673,1531,5.0
1673,1532,6.0
1673,1533,5.0
1673,1534,5.0
1673,1535,7.0
1673,1537,7.0
1673,1538,5.0
1673,1539,7.0
1673,1540,5.0
1673,1541,2.0
1673,1542,5.0
1673,1543,9.0
1673,1545,5.0
1673,1546,9.0
1673,1548,9.0
1673,1549,5.0
1673,1550,5.0
1673,1551,9.0
1673,1552,5.0
1673,1554,5.0
1673,1555,7.0
1673,1557,5.0
1673,1558,8.0
1673,1560,5.0
1673,1561,5.0
1673,1562,7.0
1673,1563,7.0
1673,1564,5.0
1673,1565,5.0
1673,1567,2.0
1673,1569,5.0
1673,1572,5.0
1673,1573,115.0
1673,1574,10.0
1673,1579,7.0
1673,1581,5.0
1673,1582,7.0
1673,1583,41.0
1673,1584,3.0
1673,1585,7.0
1673,1586,2.0
1673,1587,6.0
1673,1588,5.0
1673,1589,2.0
1673,1590,5.0
1673,1591,5.0
1673,1592,5.0
1673,1593,7.0
1673,1594,16.0
1673,1595,9.0
1673,1596,17.0
1673,1598,7.0
1673,1599,5.0
1673,1601,5.0
1673,1602,5.0
1673,1604,11.0
1673,1607,5.0
1673,1608,4.0
1673,1611,7.0
1673,1615,5.0
1673,1616,5.0
1673,1617,7.0
1673,1620,107.0
1673,1621,3.0
1673,1623,5.0
1673,1628,7.0
1673,1630,12.0
1673,1631,8.0
1673,1633,17.0
1673,1634,7.0
1673,1635,9.0
1673,1637,11.0
1673,1640,5.0
1673,1641,5.0
1673,1642,10.0
1673,1643,9.0
1673,1645,7.0
1673,1648,21.0
1673,1649,6.0
1673,1650,7.0
1673,1651,7.0
1673,1654,5.0
1673,1655,2.0
1673,1658,6.0
1673,1659,9.0
1673,1661,5.0
1673,1662,5.0
1673,1663,5.0
1673,1665,5.0
1673,1666,10.0
1673,1667,13.0
1673,1668,7.0
1673,1671,5.0
1673,1674,7.0
1673,1676,5.0
1673,1677,26.0
1673,1679,8.0
1673,1680,2.0
1673,1681,9.0
1673,1683,36.0
1673,1684,2.0
1673,1686,7.0
1673,1689,2.0
1673,1692,5.0
1673,1698,2.0
1673,1700,20.0
1673,1701,107.0
1673,1702,5.0
1673,1703,4.0
1673,1707,17.0
1673,1714,2.0
1673,1715,4.0
1673,1717,7.0
1673,1718,7.0
1673,1721,11.0
1673,1722,5.0
1673,1723,200.0
1673,1727,18.0
1673,1729,5.0
1673,1732,5.0
1673,1733,7.0
1673,1734,7.0
1673,1736,7.0
1673,1738,2.0
1673,1740,7.0
1673,1742,2.0
1673,1743,5.0
1673,1744,5.0
1673,1745,5.0
1673,1746,3.0
1673,1747,7.0
1673,1748,7.0
1673,1753,4.0
1673,1754,5.0
1673,1755,8.0
1673,1756,4.0
1673,1757,5.0
1673,1758,7.0
1673,1759,9.0
1673,1760,9.0
1673,1761,5.0
1673,1762,7.0
1673,1764,11.0
1673,1766,4.0
1673,1767,7.0
1673,1768,13.0
1673,1769,21.0
1673,1770,5.0
1673,1771,7.0
1673,1773,5.0
1673,1774,5.0
1673,1775,2.0
1673,1776,5.0
1673,1784,8.0
1673,1785,5.0
1673,1786,36.0
1673,1788,9.0
1673,1789,5.0
1673,1791,7.0
1673,1792,2.0
1673,1793,11.0
1673,1795,12.0
1673,1797,4.0
1673,1799,2.0
1673,1800,5.0
1673,1801,7.0
1673,1803,41.0
1673,1805,5.0
1673,1809,8.0
1673,1811,7.0
1673,1815,7.0
1673,1816,9.0
1673,1818,15.0
1673,1820,7.0
1673,1823,7.0
1673,1824,2.0
1673,1825,5.0
1673,1827,16.0
1673,1829,2.0
1673,1831,5.0
1673,1832,7.0
1673,1833,6.0
1673,1834,5.0
1673,1835,2.0
1673,1836,2.0
1673,1837,5.0
1673,1838,8.0
1673,1839,5.0
1673,1840,12.0
1673,1842,11.0
1673,1843,13.0
1673,1848,5.0
1673,1850,4.0
1673,1851,5.0
1673,1852,5.0
1673,1855,19.0
1673,1856,5.0
1673,1858,5.0
1673,1859,15.0
1673,1861,9.0
1673,1863,11.0
1673,1864,5.0
1673,1865,8.0
1673,1866,5.0
1673,1868,5.0
1673,1869,2.0
1673,1872,2.0
1673,1878,4.0
1673,1879,6.0
1673,1881,17.0
1673,1882,22.0
1673,1884,6.0
1673,1885,8.0
1673,1886,5.0
1673,1887,10.0
1673,1889,5.0
1673,1890,5.0
1673,1891,5.0
1673,1892,5.0
1673,1893,9.0
1673,1894,5.0
1673,1895,12.0
1673,1898,5.0
1673,1900,4.0
1673,1901,7.0
1673,1902,2.0
1673,1903,7.0
1673,1905,14.0
1673,1907,5.0
1673,1908,7.0
1673,1909,13.0
1673,1910,2.0
1673,1911,5.0
1673,1913,31.0
1673,1914,5.0
1673,1915,2.0
1673,1916,7.0
1673,1917,5.0
1673,1918,5.0
1673,1919,7.0
1673,1920,8.0
1673,1921,2.0
1673,1922,11.0
1673,1923,7.0
1673,1924,2.0
1673,1925,5.0
1673,1926,5.0
1673,1927,12.0
1673,1928,14.0
1673,1929,15.0
1673,1931,5.0
1673,1932,13.0
1673,1933,7.0
1673,1934,5.0
1673,1935,4.0
1673,1936,28.0
1673,1937,9.0
1673,1938,11.0
1673,1939,40.0
1673,1940,13.0
1673,1941,14.0
1673,1943,9.0
1673,1945,5.0
1673,1946,5.0
1673,1948,7.0
1673,1949,13.0
1673,1950,5.0
1673,1951,5.0
1673,1952,17.0
1673,1953,3.0
1673,1954,2.0
1673,1955,41.0
1673,1956,5.0
1673,1957,7.0
1673,1958,4.0
1673,1959,6.0
1673,1960,2.0
1673,1961,9.0
1673,1964,2.0
1673,1965,5.0
1673,1966,9.0
1673,1970,5.0
1673,1971,2.0
1673,1973,5.0
1673,1974,7.0
1673,1975,2.0
1673,1976,2.0
1673,1978,7.0
1673,1979,7.0
1673,1980,3.0
1673,1982,10.0
1673,1983,2.0
1673,1985,7.0
1673,1986,7.0
1673,1988,8.0
1673,1989,18.0
1673,1991,5.0
1673,1992,5.0
1673,1993,4.0
1673,1995,9.0
1673,1996,7.0
1673,1998,2.0
1673,1999,3.0
1673,2003,5.0
1673,2005,5.0
1673,2006,3.0
1673,2007,11.0
1673,2008,5.0
1673,2010,7.0
1673,2011,11.0
1673,2012,5.0
1673,2013,5.0
1673,2016,10.0
1673,2017,2.0
1673,2021,2.0
1673,2022,7.0
1673,2023,5.0
1673,2024,2.0
1673,2028,5.0
1673,2029,5.0
1673,2031,17.0
1673,2032,5.0
1673,2034,11.0
1673,2035,5.0
1673,2036,7.0
1673,2038,7.0
1673,2040,12.0
1673,2041,2.0
1673,2044,3.0
1673,2045,16.0
1673,2046,7.0
1673,2047,2.0
1673,2048,11.0
1673,2049,5.0
1673,2050,5.0
1673,2051,9.0
1673,2052,33.0
1673,2053,4.0
1673,2054,4.0
1673,2055,9.0
1673,2056,2.0
1673,2057,7.0
1673,2058,7.0
1673,2059,3.0
1673,2060,5.0
1673,2061,5.0
1673,2062,9.0
1673,2063,7.0
1673,2064,9.0
1673,2065,13.0
1673,2066,8.0
1673,2067,2.0
1673,2068,11.0
1673,2069,9.0
1673,2070,17.0
1673,2071,6.0
1673,2072,7.0
1673,2073,10.0
1673,2074,7.0
1673,2075,7.0
1673,2077,5.0
1673,2078,5.0
1673,2080,7.0
1673,2081,5.0
1673,2084,9.0
1673,2085,16.0
1673,2086,9.0
1673,2087,5.0
1673,2088,5.0
1673,2090,6.0
1673,2091,15.0
1673,2092,11.0
1673,2093,9.0
1673,2094,5.0
1673,2095,28.0
1673,2096,13.0
1673,2097,5.0
1673,2098,5.0
1673,2099,12.0
1673,2101,5.0
1673,2103,2.0
1673,2104,7.0
1673,2107,9.0
1673,2108,11.0
1673,2109,20.0
1673,2112,7.0
1673,2113,3.0
1673,2117,7.0
1673,2120,7.0
1673,2121,5.0
1673,2122,5.0
1673,2123,5.0
1673,2124,20.0
1673,2125,5.0
1673,2126,9.0
1673,2127,17.0
1673,2128,5.0
1673,2129,5.0
1673,2131,9.0
1673,2132,5.0
1673,2133,12.0
1673,2135,3.0
1673,2136,28.0
1673,2138,5.0
1673,2139,5.0
1673,2142,5.0
1673,2145,5.0
1673,2146,5.0
1673,2147,36.0
1673,2149,30.0
1673,2150,6.0
1673,2151,5.0
1673,2153,17.0
1673,2154,5.0
1673,2155,5.0
1673,2156,7.0
1673,2157,7.0
1673,2158,9.0
1673,2159,4.0
1673,2160,7.0
1673,2161,2.0
1673,2162,5.0
1673,2164,2.0
1673,2166,5.0
1673,2167,4.0
1673,2168,36.0
1673,2169,47.0
1673,2170,5.0
1673,2171,7.0
1673,2173,7.0
1673,2174,10.0
1673,2175,5.0
1673,2176,5.0
1673,2177,5.0
1673,2178,5.0
1673,2179,9.0
1673,2180,9.0
1673,2181,21.0
1673,2182,5.0
1673,2183,5.0
1673,2184,7.0
1673,2186,2.0
1673,2187,5.0
1673,2188,7.0
1673,2189,5.0
1673,2190,7.0
1673,2191,7.0
1673,2192,107.0
1673,2193,5.0
1673,2194,5.0
1673,2195,15.0
1673,2196,5.0
1673,2197,5.0
1673,2199,2.0
1673,2200,5.0
1673,2201,10.0
1673,2202,5.0
1673,2204,3.0
1673,2205,5.0
1673,2207,5.0
1673,2208,9.0
1673,2211,7.0
1673,2212,7.0
1673,2213,5.0
1673,2214,7.0
1673,2215,4.0
1673,2216,7.0
1673,2217,8.0
1673,2218,5.0
1673,2219,7.0
1673,2220,11.0
1673,2222,5.0
1673,2223,17.0
1673,2224,15.0
1673,2225,19.0
1673,2226,7.0
1673,2227,6.0
1673,2228,11.0
1673,2229,5.0
1673,2230,3.0
1673,2231,5.0
1673,2232,4.0
1673,2233,3.0
1673,2234,3.0
1673,2235,6.0
1673,2237,49.0
1673,2238,4.0
1673,2239,23.0
1673,2242,15.0
1673,2243,2.0
1673,2244,5.0
1673,2245,2.0
1673,2246,4.0
1673,2247,46.0
1673,2248,7.0
1673,2249,5.0
1673,2250,39.0
1673,2255,5.0
1673,2256,3.0
1673,2257,5.0
1673,2258,29.0
1673,2259,5.0
1673,2260,5.0
1673,2262,7.0
1673,2263,2.0
1673,2265,7.0
1673,2266,7.0
1673,2267,2.0
1673,2268,4.0
1673,2269,4.0
1673,2270,4.0
1673,2271,5.0
1673,2272,9.0
1673,2273,16.0
1673,2274,8.0
1673,2275,5.0
1673,2276,4.0
1673,2277,3.0
1673,2278,9.0
1673,2279,2.0
1673,2280,7.0
1673,2281,2.0
1673,2283,7.0
1673,2285,2.0
1673,2287,10.0
1673,2288,6.0
1673,2290,4.0
1673,2291,5.0
1673,2292,7.0
1673,2293,5.0
1673,2294,8.0
1673,2295,3.0
1673,2296,26.0
1673,2297,11.0
1673,2298,5.0
1673,2299,4.0
1673,2300,7.0
1673,2301,5.0
1673,2302,9.0
1673,2303,26.0
1673,2305,12.0
1673,2306,9.0
1673,2307,2.0
1673,2308,10.0
1673,2310,5.0
1673,2311,6.0
1673,2312,11.0
1673,2313,4.0
1673,2314,6.0
1673,2317,5.0
1673,2318,2.0
1673,2319,5.0
1673,2320,5.0
1673,2321,9.0
1673,2323,5.0
1673,2324,7.0
1673,2325,10.0
1673,2326,3.0
1673,2329,7.0
1673,2330,9.0
1673,2331,7.0
1673,2332,4.0
1673,2334,9.0
1673,2335,10.0
1673,2336,31.0
1673,2337,9.0
1673,2338,2.0
1673,2339,7.0
1673,2341,4.0
1673,2342,13.0
1673,2343,10.0
1673,2344,2.0
1673,2345,9.0
1673,2346,6.0
1673,2347,7.0
1673,2348,21.0
1673,2349,2.0
1673,2350,15.0
1673,2351,12.0
1673,2352,2.0
1673,2353,7.0
1673,2355,5.0
1673,2356,6.0
1673,2357,7.0
1673,2358,7.0
1673,2359,2.0
1673,2360,7.0
1673,2361,5.0
1673,2362,5.0
1673,2363,5.0
1673,2364,9.0
1673,2365,5.0
1673,2366,35.0
1673,2367,5.0
1673,2368,2.0
1673,2369,12.0
1673,2371,7.0
1673,2373,5.0
1673,2374,5.0
1673,2375,5.0
1673,2377,5.0
1673,2378,9.0
1673,2379,6.0
1673,2380,13.0
1673,2382,4.0
1673,2383,7.0
1673,2384,5.0
1673,2385,6.0
1673,2386,161.0
1673,2387,4.0
1673,2388,8.0
1673,2389,5.0
1673,2390,5.0
1673,2391,5.0
1673,2392,7.0
1673,2393,6.0
1673,2394,5.0
1673,2396,2.0
1673,2397,5.0
1673,2398,5.0
1673,2399,5.0
1673,2400,5.0
1673,2401,11.0
1673,2402,4.0
1673,2403,4.0
1673,2404,22.0
1673,2405,17.0
1673,2406,13.0
1673,2407,19.0
1673,2408,9.0
1673,2409,13.0
1673,2410,14.0
1673,2411,5.0
1673,2412,4.0
1673,2413,9.0
1673,2414,5.0
1673,2415,3.0
1673,2417,7.0
1673,2418,2.0
1673,2419,4.0
1673,2420,7.0
1673,2421,8.0
1673,2422,9.0
1673,2423,5.0
1673,2424,5.0
1673,2425,7.0
1673,2426,2.0
1673,2427,2.0
1673,2428,4.0
1673,2431,5.0
1673,2432,19.0
1673,2433,5.0
1673,2434,11.0
1673,2435,5.0
1673,2436,2.0
1673,2437,3.0
1673,2438,5.0
1673,2439,5.0
1673,2440,14.0
1673,2441,7.0
1673,2442,3.0
1673,2443,4.0
1673,2445,28.0
1673,2446,33.0
1673,2447,5.0
1673,2448,6.0
1673,2449,26.0
1673,2450,2.0
1673,2451,26.0
1673,2452,15.0
1673,2453,4.0
1673,2454,46.0
1673,2455,2.0
1673,2457,4.0
1673,2458,7.0
1673,2459,3.0
1673,2460,5.0
1673,2461,4.0
1673,2462,20.0
1673,2463,19.0
1673,2465,9.0
1673,2468,38.0
1673,2469,6.0
1673,2470,5.0
1673,2471,9.0
1673,2472,5.0
1673,2473,8.0
1673,2474,5.0
1673,2475,19.0
1673,2476,5.0
1673,2477,53.0
1673,2478,5.0
1673,2479,5.0
1673,2480,5.0
1673,2481,9.0
1673,2482,51.0
1673,2483,5.0
1673,2484,7.0
1673,2485,7.0
1673,2486,6.0
1673,2487,7.0
1673,2488,4.0
1673,2489,9.0
1673,2490,9.0
1673,2491,5.0
1673,2492,11.0
1673,2493,7.0
1673,2494,4.0
1673,2495,9.0
1673,2496,55.0
1673,2497,9.0
1673,2498,11.0
1673,2500,13.0
1673,2501,9.0
1673,2502,9.0
1673,2503,4.0
1673,2504,8.0
1673,2505,3.0
1673,2506,2.0
1673,2507,7.0
1673,2509,5.0
1673,2510,5.0
1673,2511,4.0
1673,2512,25.0
1673,2513,3.0
1673,2514,5.0
1673,2516,5.0
1673,2517,7.0
1673,2518,15.0
1673,2519,6.0
1673,2520,7.0
1673,2521,7.0
1673,2522,9.0
1673,2524,5.0
1673,2525,108.0
1673,2526,3.0
1673,2528,3.0
1673,2529,12.0
1673,2530,5.0
1673,2531,7.0
1673,2532,5.0
1673,2533,4.0
1673,2534,7.0
1673,2535,4.0
1673,2536,5.0
1673,2537,11.0
1673,2538,13.0
1673,2539,14.0
