source,target,weight
1673,2540,9.0
1673,2541,5.0
1673,2542,5.0
1673,2544,5.0
1673,2547,7.0
1673,2548,2.0
1673,2549,9.0
1673,2550,12.0
1673,2551,36.0
1673,2552,11.0
1673,2553,2.0
1673,2554,5.0
1673,2555,7.0
1673,2556,7.0
1673,2557,7.0
1673,2558,9.0
1673,2560,10.0
1673,2562,10.0
1673,2564,7.0
1673,2565,2.0
1673,2566,7.0
1673,2567,5.0
1673,2568,9.0
1673,2569,3.0
1673,2570,8.0
1673,2573,13.0
1673,2574,7.0
1673,2575,7.0
1673,2576,10.0
1673,2577,14.0
1673,2578,10.0
1673,2579,5.0
1673,2580,7.0
1673,2581,4.0
1673,2582,5.0
1673,2583,4.0
1673,2584,11.0
1673,2585,4.0
1673,2586,5.0
1673,2587,13.0
1673,2588,11.0
1673,2589,49.0
1673,2591,5.0
1673,2592,9.0
1673,2594,5.0
1673,2595,4.0
1673,2596,5.0
1673,2597,5.0
1673,2598,4.0
1673,2599,2.0
1673,2600,5.0
1673,2601,5.0
1673,2602,7.0
1673,2603,7.0
1673,2604,2.0
1673,2606,5.0
1673,2609,5.0
1673,2610,6.0
1673,2612,9.0
1673,2614,5.0
1673,2615,2.0
1673,2616,6.0
1673,2618,5.0
1673,2621,5.0
1673,2622,2.0
1673,2623,2.0
1673,2625,2.0
1673,2626,17.0
1673,2627,9.0
1673,2629,5.0
1673,2631,4.0
1673,2632,8.0
1673,2633,2.0
1673,2635,15.0
1673,2638,7.0
1673,2640,19.0
1673,2642,5.0
1673,2645,2.0
1673,2646,5.0
1673,2648,5.0
1673,2650,7.0
1673,2651,8.0
1673,2652,5.0
1673,2653,2.0
1673,2654,9.0
1673,2655,2.0
1673,2657,7.0
1673,2658,9.0
1673,2659,5.0
1673,2660,5.0
1673,2661,5.0
1673,2662,31.0
1673,2663,7.0
1673,2664,5.0
1673,2665,7.0
1673,2666,7.0
1673,2667,11.0
1673,2668,7.0
1673,2669,9.0
1673,2670,6.0
1673,2671,7.0
1673,2673,5.0
1673,2674,18.0
1673,2675,6.0
1673,2676,17.0
1673,2677,5.0
1673,2678,9.0
1673,2680,4.0
1673,2681,9.0
1673,2682,5.0
1673,2683,8.0
1673,2684,7.0
1673,2685,2.0
1673,2687,5.0
1673,2688,7.0
1673,2689,18.0
1673,2690,5.0
1673,2691,11.0
1673,2692,15.0
1673,2693,6.0
1673,2695,7.0
1673,2696,5.0
1673,2699,15.0
1673,2700,7.0
1673,2701,7.0
1673,2702,7.0
1673,2703,17.0
1673,2704,24.0
1673,2706,5.0
1673,2707,115.0
1673,2708,2.0
1673,2709,9.0
1673,2710,5.0
1673,2711,5.0
1673,2712,5.0
1673,2713,5.0
1673,2714,11.0
1673,2715,2.0
1673,2716,5.0
1673,2717,26.0
1673,2718,9.0
1673,2719,12.0
1673,2720,5.0
1673,2721,2.0
1673,2722,5.0
1673,2723,164.0
1673,2724,7.0
1673,2725,11.0
1673,2726,11.0
1673,2727,36.0
1673,2728,7.0
1673,2729,15.0
1673,2730,2.0
1673,2731,5.0
1673,2732,5.0
1673,2733,5.0
1673,2734,16.0
1673,2735,7.0
1673,2736,2.0
1673,2738,5.0
1673,2739,5.0
1673,2740,9.0
1673,2741,5.0
1673,2742,2.0
1673,2743,2.0
1673,2744,6.0
1673,2745,81.0
1673,2746,22.0
1673,2747,4.0
1673,2748,105.0
1673,2749,15.0
1673,2750,5.0
1673,2751,5.0
1673,2756,3.0
1673,2758,9.0
1673,2761,3.0
1673,2762,2.0
1673,2763,2.0
1673,2764,2.0
1673,2765,2.0
1673,2766,17.0
1673,2767,3.0
1673,2771,24.0
1673,2773,4.0
1673,2775,7.0
1673,2777,43.0
1673,2778,5.0
1673,2779,5.0
1673,2780,4.0
1673,2781,8.0
1673,2782,5.0
1673,2784,5.0
1673,2785,7.0
1673,2786,9.0
1673,2787,7.0
1673,2788,7.0
1673,2789,8.0
1673,2790,11.0
1673,2791,9.0
1673,2792,5.0
1673,2794,9.0
1673,2795,5.0
1673,2796,11.0
1673,2797,5.0
1673,2798,14.0
1673,2799,5.0
1673,2800,7.0
1673,2801,16.0
1673,2802,5.0
1673,2803,16.0
1673,2804,17.0
1673,2805,53.0
1673,2806,11.0
1673,2807,7.0
1673,2808,2.0
1673,2809,7.0
1673,2810,19.0
1673,2811,9.0
1673,2812,5.0
1673,2813,13.0
1673,2814,8.0
1673,2815,7.0
1673,2817,15.0
1673,2818,5.0
1673,2819,10.0
1673,2820,5.0
1673,2821,7.0
1673,2823,9.0
1673,2824,7.0
1673,2825,7.0
1673,2826,5.0
1673,2827,4.0
1673,2828,9.0
1673,2829,26.0
1673,2830,4.0
1673,2831,2.0
1673,2832,5.0
1673,2833,9.0
1673,2834,7.0
1673,2835,7.0
1673,2836,9.0
1673,2837,21.0
1673,2838,6.0
1673,2839,7.0
1673,2840,14.0
1673,2841,8.0
1673,2842,9.0
1673,2843,7.0
1673,2844,5.0
1673,2845,18.0
1673,2846,24.0
1673,2847,7.0
1673,2848,7.0
1673,2849,5.0
1673,2850,5.0
1673,2851,5.0
1673,2852,2.0
1673,2854,5.0
1673,2855,6.0
1673,2856,8.0
1673,2857,6.0
1673,2858,6.0
1673,2860,5.0
1673,2861,25.0
1673,2863,12.0
1673,2864,7.0
1673,2865,5.0
1673,2866,4.0
1673,2867,7.0
1673,2868,16.0
1673,2869,7.0
1673,2870,8.0
1673,2871,5.0
1673,2872,7.0
1673,2873,7.0
1673,2874,9.0
1673,2875,5.0
1673,2876,16.0
1673,2877,24.0
1673,2878,17.0
1673,2879,5.0
1673,2880,58.0
1673,2881,5.0
1673,2883,11.0
1673,2884,4.0
1673,2885,17.0
1673,2886,9.0
1673,2887,12.0
1673,2888,9.0
1673,2889,5.0
1673,2890,12.0
1673,2891,4.0
1673,2892,8.0
1673,2893,9.0
1673,2894,13.0
1673,2895,15.0
1673,2896,5.0
1673,2897,19.0
1673,2898,17.0
1673,2899,4.0
1673,2900,9.0
1673,2901,28.0
1673,2902,29.0
1673,2903,14.0
1673,2904,13.0
1673,2905,10.0
1673,2906,5.0
1673,2907,9.0
1673,2908,9.0
1673,2909,7.0
1673,2910,2.0
1673,2912,5.0
1673,2913,5.0
1673,2914,7.0
1673,2915,40.0
1673,2916,35.0
1673,2917,9.0
1673,2918,14.0
1673,2919,2.0
1673,2920,10.0
1673,2921,5.0
1673,2922,3.0
1673,2923,7.0
1673,2924,5.0
1673,2925,5.0
1673,2926,5.0
1673,2927,9.0
1673,2928,17.0
1673,2929,9.0
1673,2930,18.0
1673,2931,5.0
1673,2932,5.0
1673,2933,3.0
1673,2934,5.0
1673,2935,9.0
1673,2936,5.0
1673,2937,20.0
1673,2938,5.0
1673,2939,5.0
1673,2940,5.0
1673,2941,5.0
1673,2942,5.0
1673,2943,2.0
1673,2944,6.0
1673,2945,4.0
1673,2946,7.0
1673,2947,5.0
1673,2948,5.0
1673,2949,7.0
1673,2950,5.0
1673,2951,7.0
1673,2952,9.0
1673,2953,5.0
1673,2954,56.0
1673,2955,18.0
1673,2956,5.0
1673,2957,3.0
1673,2958,7.0
1673,2959,11.0
1673,2960,7.0
1673,2961,5.0
1673,2962,11.0
1673,2963,5.0
1673,2964,2.0
1673,2965,15.0
1673,2966,5.0
1673,2967,2.0
1673,2968,7.0
1673,2969,15.0
1673,2970,4.0
1673,2971,7.0
1673,2972,2.0
1673,2973,7.0
1673,2974,5.0
1673,2975,70.0
1673,2976,32.0
1673,2977,7.0
1673,2978,15.0
1673,2979,5.0
1673,2980,5.0
1673,2981,19.0
1673,2982,9.0
1673,2983,5.0
1673,2984,5.0
1673,2985,26.0
1673,2986,32.0
1673,2987,11.0
1673,2988,2.0
1673,2989,11.0
1673,2990,7.0
1673,2991,4.0
1673,2992,5.0
1673,2993,5.0
1673,2994,7.0
1673,2995,9.0
1673,2996,12.0
1673,2998,7.0
1673,2999,17.0
1673,3000,5.0
1673,3001,4.0
1673,3002,5.0
1673,3003,2.0
1673,3005,3.0
1673,3006,11.0
1673,3007,5.0
1673,3009,5.0
1673,3010,4.0
1673,3011,7.0
1673,3012,7.0
1673,3013,3.0
1673,3014,2.0
1673,3015,5.0
1673,3016,2.0
1673,3017,10.0
1673,3018,10.0
1673,3019,4.0
1673,3020,2.0
1673,3021,18.0
1673,3022,7.0
1673,3023,9.0
1673,3024,3.0
1673,3025,9.0
1673,3026,25.0
1673,3027,19.0
1673,3028,3.0
1673,3029,3.0
1673,3030,9.0
1673,3031,7.0
1673,3032,19.0
1673,3033,2.0
1673,3034,2.0
1673,3035,8.0
1673,3036,15.0
1673,3037,12.0
1673,3038,2.0
1673,3039,11.0
1673,3040,13.0
1673,3041,3.0
1673,3042,6.0
1673,3043,11.0
1673,3044,11.0
1673,3045,19.0
1673,3046,7.0
1673,3047,5.0
1673,3048,7.0
1673,3049,8.0
1673,3050,7.0
1673,3051,33.0
1673,3052,11.0
1673,3053,5.0
1673,3054,29.0
1673,3055,33.0
1673,3056,7.0
1673,3057,7.0
1673,3058,5.0
1673,3059,13.0
1673,3060,5.0
1673,3061,7.0
1673,3062,127.0
1673,3063,25.0
1673,3064,5.0
1673,3065,5.0
1673,3066,5.0
1673,3067,12.0
1673,3068,7.0
1673,3069,9.0
1673,3070,7.0
1673,3071,14.0
1673,3072,5.0
1673,3073,5.0
1673,3074,5.0
1673,3075,8.0
1673,3076,27.0
1673,3077,23.0
1673,3078,5.0
1673,3079,5.0
1673,3080,7.0
1673,3081,35.0
1673,3082,11.0
1673,3083,17.0
1673,3084,7.0
1673,3085,17.0
1673,3086,7.0
1673,3087,5.0
1673,3088,15.0
1673,3089,5.0
1673,3090,11.0
1673,3091,7.0
1673,3092,5.0
1673,3093,4.0
1673,3094,5.0
1673,3095,5.0
1673,3096,11.0
1673,3097,11.0
1673,3098,2.0
1673,3099,7.0
1673,3101,11.0
1673,3102,4.0
1673,3103,2.0
1673,3104,7.0
1673,3105,5.0
1673,3106,7.0
1673,3107,7.0
1673,3108,5.0
1673,3109,7.0
1673,3110,13.0
1673,3111,5.0
1673,3112,7.0
1673,3113,5.0
1673,3114,42.0
1673,3115,7.0
1673,3116,9.0
1673,3117,11.0
1673,3118,11.0
1673,3119,9.0
1673,3120,27.0
1673,3122,5.0
1673,3123,10.0
1673,3124,15.0
1673,3125,9.0
1673,3126,7.0
1673,3127,5.0
1673,3128,9.0
1673,3129,5.0
1673,3130,8.0
1673,3131,6.0
1673,3132,5.0
1673,3133,3.0
1673,3134,17.0
1673,3135,11.0
1673,3136,16.0
1673,3137,5.0
1673,3138,13.0
1673,3139,5.0
1673,3140,13.0
1673,3141,9.0
1673,3142,16.0
1673,3143,6.0
1673,3144,7.0
1673,3145,15.0
1673,3146,5.0
1673,3147,5.0
1673,3148,5.0
1673,3149,5.0
1673,3150,5.0
1673,3151,7.0
1673,3152,7.0
1673,3153,11.0
1673,3155,40.0
1673,3157,11.0
1673,3158,21.0
1673,3159,2.0
1673,3161,2.0
1673,3162,5.0
1673,3165,6.0
1673,3167,2.0
1673,3168,5.0
1673,3169,5.0
1673,3171,22.0
1673,3173,6.0
1673,3174,10.0
1673,3180,16.0
1673,3184,29.0
1673,3185,7.0
1673,3186,9.0
1673,3187,5.0
1673,3188,5.0
1673,3189,15.0
1673,3190,28.0
1673,3192,9.0
1673,3193,9.0
1673,3194,5.0
1673,3195,29.0
1673,3196,5.0
1673,3197,11.0
1673,3198,9.0
1673,3199,7.0
1673,3200,5.0
1673,3201,5.0
1673,3202,15.0
1673,3203,6.0
1673,3204,5.0
1673,3205,7.0
1673,3206,11.0
1673,3207,41.0
1673,3208,17.0
1673,3209,16.0
1673,3210,3.0
1673,3212,19.0
1673,3213,10.0
1673,3214,13.0
1673,3215,9.0
1673,3216,9.0
1673,3217,5.0
1673,3218,6.0
1673,3219,9.0
1673,3220,5.0
1673,3221,9.0
1673,3222,8.0
1673,3223,9.0
1673,3224,21.0
1673,3225,17.0
1673,3226,7.0
1673,3227,6.0
1673,3228,3.0
1673,3229,5.0
1673,3230,5.0
1673,3231,7.0
1673,3232,5.0
1673,3233,18.0
1673,3234,5.0
1673,3235,5.0
1673,3236,13.0
1673,3237,2.0
1673,3238,13.0
1673,3239,20.0
1673,3240,17.0
1673,3241,5.0
1673,3243,9.0
1673,3244,7.0
1673,3245,7.0
1673,3246,5.0
1673,3247,7.0
1673,3248,9.0
1673,3249,5.0
1673,3250,9.0
1673,3251,7.0
1673,3252,13.0
1673,3253,21.0
1673,3254,32.0
1673,3255,27.0
1673,3256,13.0
1673,3257,15.0
1673,3258,4.0
1673,3259,5.0
1673,3260,2.0
1673,3261,5.0
1673,3262,11.0
1673,3263,8.0
1673,3264,5.0
1673,3265,5.0
1673,3266,13.0
1673,3267,7.0
1673,3268,9.0
1673,3269,7.0
1673,3270,39.0
1673,3271,5.0
1673,3272,22.0
1673,3273,34.0
1673,3274,5.0
1673,3275,5.0
1673,3276,7.0
1673,3277,5.0
1673,3278,4.0
1673,3279,17.0
1673,3280,15.0
1673,3281,7.0
1673,3282,5.0
1673,3283,16.0
1673,3284,5.0
1673,3285,2.0
1673,3286,5.0
1673,3287,7.0
1673,3288,9.0
1673,3289,6.0
1673,3290,18.0
1673,3291,18.0
1673,3292,5.0
1673,3293,5.0
1673,3294,21.0
1673,3295,20.0
1673,3296,5.0
1673,3297,6.0
1673,3298,17.0
1673,3299,5.0
1673,3300,2.0
1673,3301,7.0
1673,3303,5.0
1673,3305,23.0
1673,3306,5.0
1673,3309,16.0
1673,3311,6.0
1673,3312,2.0
1673,3314,2.0
1673,3316,7.0
1673,3318,6.0
1673,3319,2.0
1673,3320,4.0
1673,3321,7.0
1673,3324,4.0
1673,3326,5.0
1673,3339,2.0
1673,3342,7.0
1673,3343,4.0
1673,3347,13.0
1673,3349,13.0
1673,3353,6.0
1673,3354,4.0
1673,3360,12.0
1673,3367,2.0
1673,3372,2.0
1673,3376,6.0
1673,3377,2.0
1673,3378,20.0
1673,3379,4.0
1673,3381,2.0
1673,3388,8.0
1673,3392,2.0
1673,3393,8.0
1673,3395,6.0
1673,3398,2.0
1673,3402,2.0
1673,3404,2.0
1673,3408,12.0
1673,3410,2.0
1673,3412,4.0
1673,3419,2.0
1673,3422,2.0
1673,3425,2.0
1673,3426,2.0
1673,3430,2.0
1673,3438,3.0
1673,3439,2.0
1673,3452,8.0
1673,3454,4.0
1673,3456,4.0
1673,3466,2.0
1673,3475,2.0
1673,3478,4.0
1673,3482,8.0
1673,3483,2.0
1673,3490,2.0
1673,3492,2.0
1673,3494,2.0
1673,3495,2.0
1673,3496,8.0
1673,3504,2.0
1673,3526,4.0
1673,3535,2.0
1673,3575,2.0
1673,3631,8.0
1673,3714,4.0
1673,3773,2.0
1673,3817,6.0
1673,3851,2.0
1673,3885,4.0
1673,3914,8.0
1673,3939,2.0
1673,4039,2.0
1673,4087,2.0
1673,4128,2.0
1673,4188,2.0
1677,1673,2.0
1682,3367,2.0
1687,499,4.0
1687,1632,4.0
1687,1638,3.0
1687,2282,5.0
1707,1583,4.0
1707,1599,2.0
1707,1600,4.0
1707,1617,4.0
1707,1622,5.0
1707,1626,5.0
1707,1627,5.0
1707,1629,5.0
1707,1630,2.0
1707,1636,7.0
1707,1639,5.0
1707,1641,2.0
1707,1645,2.0
1707,1646,4.0
1707,1652,5.0
1707,1653,2.0
1707,1654,4.0
1707,1656,7.0
1707,1657,7.0
1707,1658,9.0
1707,1669,4.0
1707,1671,2.0
1707,1684,7.0
1707,1685,5.0
1707,1688,5.0
1707,1690,5.0
1707,1693,5.0
1707,1694,7.0
1707,1696,7.0
1707,1698,2.0
1707,1702,2.0
1707,1718,2.0
1707,1735,2.0
1707,1737,2.0
1707,1739,2.0
1707,1741,4.0
1707,1744,2.0
1707,1745,2.0
1707,1939,2.0
1707,2448,2.0
1707,2745,2.0
1718,1386,2.0
1718,1603,5.0
1718,1606,2.0
1718,1609,5.0
1718,1610,5.0
1718,1613,5.0
1718,1654,5.0
1718,1709,5.0
1718,1714,5.0
1718,1792,5.0
1718,1795,5.0
1718,1809,5.0
1718,1824,3.0
1718,1829,5.0
1718,1835,5.0
1718,1887,5.0
1718,1939,2.0
1723,29,10.0
1723,499,34.0
1723,2192,8.0
1723,3378,2.0
1736,499,4.0
1736,700,2.0
1736,1680,7.0
1736,1682,7.0
1736,1685,2.0
1736,1695,11.0
1736,1698,4.0
1736,1705,9.0
1736,1706,5.0
1736,1713,4.0
1736,1723,6.0
1736,1976,2.0
1736,3017,2.0
1736,3255,2.0
1747,1341,2.0
1748,1843,2.0
1753,2071,6.0
1754,2165,2.0
1759,720,4.0
1773,1723,4.0
1773,1750,2.0
1773,1759,2.0
1777,1795,2.0
1777,1809,2.0
1777,1888,2.0
1777,2290,2.0
1778,499,10.0
1778,1735,4.0
1778,1736,4.0
1778,1756,2.0
1778,1760,4.0
1778,1761,2.0
1778,1764,10.0
1778,1766,2.0
1778,1900,4.0
1782,138,4.0
1782,150,4.0
1782,1866,2.0
1782,2452,24.0
1782,2553,5.0
1782,2723,7.0
1791,2840,2.0
1797,1924,6.0
1803,225,15.0
1803,499,4.0
1803,1201,5.0
1803,1450,2.0
1803,1646,4.0
1803,1673,26.0
1803,1772,5.0
1803,1804,2.0
1803,1806,7.0
1803,1807,2.0
1803,1809,2.0
1803,1958,5.0
1803,1987,5.0
1803,2033,5.0
1803,2308,5.0
1803,2309,5.0
1803,2502,2.0
1803,2512,2.0
1803,2515,5.0
1803,2531,6.0
1803,2532,2.0
1803,2534,4.0
1803,2540,5.0
1803,2546,10.0
1803,2548,2.0
1803,2560,2.0
1803,2561,5.0
1803,2565,5.0
1803,2577,2.0
1803,2580,2.0
1803,2585,7.0
1803,2589,2.0
1803,2592,2.0
1803,2604,3.0
1803,2609,2.0
1803,2619,2.0
1803,2620,5.0
1803,2625,5.0
1803,2636,5.0
1803,2639,5.0
1803,2641,5.0
1803,2642,2.0
1803,2644,5.0
1803,2645,10.0
1803,2655,7.0
1803,2672,5.0
1803,2673,2.0
1803,2674,15.0
1803,2675,5.0
1803,2680,9.0
1803,2683,6.0
1803,2685,2.0
1803,2692,2.0
1803,2693,3.0
1803,2694,7.0
1803,2707,18.0
1803,2708,7.0
1803,2713,2.0
1803,2715,2.0
1803,2723,14.0
1803,2725,2.0
1803,2726,5.0
1803,2730,5.0
1803,2736,2.0
1803,2740,2.0
1803,2744,2.0
1803,2748,2.0
1803,2750,4.0
1803,2755,5.0
1803,2769,5.0
1803,2841,5.0
1803,2846,4.0
1803,2849,4.0
1803,2863,8.0
1803,3021,6.0
1803,3062,2.0
1803,3104,2.0
1803,3126,4.0
1803,3136,2.0
1803,3143,8.0
1803,3147,2.0
1803,3190,4.0
1803,3191,5.0
1803,3209,8.0
1803,3367,2.0
1803,3614,2.0
1803,3919,2.0
1832,1673,4.0
1832,2898,4.0
1839,2388,2.0
1847,1887,2.0
1861,66,8.0
1861,1118,2.0
1861,1134,2.0
1873,2880,2.0
1887,1847,6.0
1887,1866,2.0
1887,1868,2.0
1887,1874,4.0
1887,1987,2.0
1887,2347,2.0
1889,728,2.0
1905,2798,10.0
1913,2233,2.0
1913,2258,4.0
1928,2878,4.0
1929,1955,38.0
1931,1952,2.0
1955,2694,2.0
1961,2149,2.0
1989,1134,2.0
1989,1255,2.0
1997,2960,2.0
2030,2206,2.0
2031,2366,2.0
2055,3026,2.0
2055,3075,2.0
2058,2748,4.0
2085,499,2.0
2085,2093,2.0
2085,2109,2.0
2085,2123,2.0
2085,3209,2.0
2085,4051,6.0
2085,4141,2.0
2095,2723,2.0
2095,2971,2.0
2095,3055,2.0
2109,2386,4.0
2149,14,6.0
2149,23,8.0
2149,29,18.0
2149,150,4.0
2149,175,12.0
2149,225,7.0
2149,246,2.0
2149,382,4.0
2149,499,14.0
2149,945,24.0
2149,978,2.0
2149,1095,3.0
2149,1142,4.0
2149,1161,4.0
2149,1184,4.0
2149,1192,3.0
2149,1198,4.0
2149,1202,4.0
2149,1298,12.0
2149,1299,4.0
2149,1301,2.0
2149,1314,10.0
2149,1320,2.0
2149,1345,4.0
2149,1433,4.0
2149,1450,4.0
2149,1458,4.0
2149,1479,6.0
2149,1543,4.0
2149,1620,6.0
2149,1673,34.0
2149,1677,2.0
2149,1683,9.0
2149,1723,4.0
2149,1815,2.0
2149,1895,2.0
2149,1909,2.0
2149,1921,2.0
2149,1923,4.0
2149,1927,6.0
2149,1929,2.0
2149,1936,4.0
2149,1942,5.0
2149,2022,4.0
2149,2025,5.0
2149,2026,4.0
2149,2027,2.0
2149,2033,2.0
2149,2049,2.0
2149,2052,2.0
2149,2076,2.0
2149,2082,2.0
2149,2085,2.0
2149,2089,6.0
2149,2120,12.0
2149,2122,2.0
2149,2123,2.0
2149,2127,4.0
2149,2128,6.0
2149,2135,2.0
2149,2150,6.0
2149,2173,2.0
2149,2183,2.0
2149,2200,2.0
2149,2208,4.0
2149,2210,7.0
2149,2220,2.0
2149,2225,2.0
2149,2227,3.0
2149,2251,4.0
2149,2286,2.0
2149,2300,4.0
2149,2318,5.0
2149,2326,2.0
2149,2332,2.0
2149,2344,7.0
2149,2354,6.0
2149,2361,2.0
2149,2372,2.0
2149,2377,2.0
2149,2381,5.0
2149,2382,2.0
2149,2389,4.0
2149,2401,4.0
2149,2415,4.0
2149,2417,6.0
2149,2425,4.0
2149,2446,10.0
2149,2452,12.0
2149,2464,3.0
2149,2473,2.0
2149,2477,14.0
2149,2505,4.0
2149,2513,4.0
2149,2521,4.0
2149,2527,7.0
2149,2551,2.0
2149,2560,4.0
2149,2568,2.0
2149,2580,2.0
2149,2583,2.0
2149,2612,2.0
2149,2617,2.0
2149,2619,5.0
2149,2623,2.0
2149,2634,2.0
2149,2656,5.0
2149,2657,4.0
2149,2673,2.0
2149,2675,2.0
2149,2692,2.0
2149,2704,8.0
2149,2705,2.0
2149,2707,4.0
2149,2727,2.0
2149,2745,2.0
2149,2748,2.0
2149,2798,2.0
2149,2880,2.0
2149,2897,2.0
2149,3009,2.0
2149,3057,2.0
2192,2193,2.0
2192,2205,2.0
2192,2211,2.0
2192,2589,2.0
2192,2811,2.0
2192,2880,2.0
2214,1673,2.0
2215,2139,2.0
2215,2369,4.0
2215,2392,2.0
2215,2393,2.0
2215,2395,4.0
2219,3209,2.0
2220,225,2.0
2220,2723,10.0
2220,2805,2.0
2220,3661,2.0
2220,3674,2.0
2220,3691,2.0
2220,3703,6.0
2220,3765,2.0
2220,3851,6.0
2232,2282,2.0
2237,2707,2.0
2242,499,4.0
2242,1673,14.0
2242,2243,2.0
2242,2452,4.0
2247,2260,2.0
2247,2475,2.0
2278,2068,2.0
2278,2074,2.0
2278,2417,2.0
2278,2429,2.0
2278,2723,2.0
2278,2805,6.0
2278,2880,4.0
2292,2237,2.0
2322,2327,2.0
2322,4109,6.0
2324,3057,2.0
2330,2640,4.0
2336,2112,2.0
2336,2160,2.0
2336,2169,2.0
2336,2331,2.0
2336,2335,2.0
2336,3588,2.0
2345,1673,4.0
2349,2364,2.0
2388,2386,2.0
2392,2070,2.0
2392,2313,4.0
2392,2355,2.0
2392,2393,4.0
2392,2395,2.0
2392,2420,2.0
2392,2422,2.0
2401,2434,4.0
2407,2278,2.0
2407,2777,2.0
2424,2005,4.0
2429,2109,8.0
2429,2386,2.0
2429,2805,4.0
2429,2840,2.0
2432,29,2.0
2454,1255,4.0
2477,499,2.0
2477,1673,2.0
2477,2469,4.0
2477,2472,4.0
2477,2478,20.0
2477,2508,2.0
2477,2515,2.0
2477,2518,4.0
2477,2699,2.0
2477,2992,2.0
2500,1673,2.0
2500,2109,2.0
2502,2503,2.0
2503,2501,2.0
2506,2592,2.0
2506,2609,8.0
2512,289,6.0
2525,2723,34.0
2525,3254,2.0
2525,3305,2.0
2525,3998,2.0
2547,1863,4.0
2566,2723,2.0
2569,2169,2.0
2573,2572,4.0
2573,2574,2.0
2577,1673,2.0
2577,4155,2.0
2578,2805,2.0
2587,3021,8.0
2590,1315,2.0
2590,2765,2.0
2590,2960,2.0
2599,2286,2.0
2627,499,2.0
2627,2392,2.0
2627,2650,2.0
2630,1673,6.0
2649,1840,2.0
2649,2805,2.0
2699,1673,2.0
2699,2707,2.0
2699,2719,2.0
2699,2721,2.0
2699,2722,4.0
2699,2723,2.0
2699,2725,4.0
2699,2726,10.0
2699,2727,4.0
2699,2732,2.0
2699,2745,2.0
2699,2777,4.0
2706,3419,2.0
2707,225,6.0
2707,1673,8.0
2707,2525,4.0
2707,2540,2.0
2707,2571,4.0
2707,2574,2.0
2707,2628,4.0
2707,2675,6.0
2707,2697,4.0
2707,2710,2.0
2707,2711,2.0
2707,2713,6.0
2707,2717,2.0
2707,2720,4.0
2707,2721,2.0
2707,2722,4.0
2707,2725,2.0
2707,2726,2.0
2707,2727,4.0
2707,2730,2.0
2707,2734,6.0
2707,2740,2.0
2707,2741,2.0
2707,2744,2.0
2707,2745,15.0
2707,2747,2.0
2707,2748,6.0
2707,2749,2.0
2707,2750,8.0
2707,2751,2.0
2707,2752,2.0
2707,2753,12.0
2707,2755,2.0
2707,2763,4.0
2707,2765,4.0
2707,2768,2.0
2707,2769,4.0
2707,2772,2.0
2707,2773,8.0
2707,2775,8.0
2707,2776,2.0
2707,2777,2.0
2707,2780,8.0
2707,2783,2.0
2707,2840,6.0
2707,2863,2.0
2707,2877,2.0
2707,2927,2.0
2707,2955,6.0
2707,2972,4.0
2707,3026,8.0
2707,3040,2.0
2707,3077,4.0
2713,225,2.0
2713,700,4.0
2713,1673,4.0
2713,2707,6.0
2713,2744,2.0
2713,2745,2.0
2713,2757,9.0
2713,2783,5.0
2713,2805,2.0
2713,2814,19.0
2713,2852,2.0
2718,2615,2.0
2718,2700,2.0
2718,2701,2.0
2718,2738,2.0
2718,2740,2.0
2718,2777,6.0
2723,8,12.0
2723,23,16.0
2723,225,33.0
2723,1340,8.0
2723,1623,5.0
2723,1673,18.0
2723,1803,14.0
2723,1889,5.0
2723,2095,2.0
2723,2149,2.0
2723,2328,4.0
2723,2432,20.0
2723,2463,3.0
2723,2525,2.0
2723,2589,7.0
2723,2704,2.0
2723,2736,5.0
2723,2748,12.0
2723,2777,2.0
2723,2803,2.0
2723,2805,114.0
2723,2814,5.0
2723,2822,2.0
2723,2877,2.0
2723,2901,5.0
2723,2968,17.0
2723,3061,2.0
2723,3062,22.0
2723,3124,7.0
2723,3178,6.0
2723,3182,2.0
2723,3190,42.0
2723,3195,2.0
2723,3198,9.0
2723,3207,2.0
2723,3209,85.0
2723,3211,5.0
2723,3220,7.0
2723,3225,2.0
2723,3241,2.0
2723,3248,2.0
2723,3254,15.0
2723,3257,2.0
2723,3263,3.0
2723,3266,10.0
2723,3272,6.0
2723,3295,6.0
2723,3298,6.0
2723,3301,2.0
2723,3305,8.0
2723,3308,3.0
2723,3309,4.0
2723,3319,6.0
2723,3320,4.0
2723,3321,2.0
2723,3332,5.0
2723,3335,7.0
2723,3336,2.0
2723,3338,4.0
2723,3339,2.0
2723,3345,2.0
2723,3346,5.0
2723,3347,2.0
2723,3348,3.0
2723,3349,8.0
2723,3350,3.0
2723,3351,3.0
2723,3353,2.0
2723,3356,18.0
2723,3357,2.0
2723,3358,5.0
2723,3359,5.0
2723,3360,6.0
2723,3362,5.0
2723,3363,5.0
2723,3364,4.0
2723,3367,4.0
2723,3370,5.0
2723,3371,5.0
2723,3373,5.0
2723,3374,5.0
2723,3378,6.0
2723,3379,2.0
2723,3381,6.0
2723,3386,5.0
2723,3387,22.0
2723,3388,27.0
2723,3389,12.0
2723,3390,5.0
2723,3391,2.0
2723,3392,2.0
2723,3393,7.0
2723,3394,2.0
2723,3395,5.0
2723,3396,6.0
2723,3397,15.0
2723,3398,5.0
2723,3400,4.0
